,QUAD1,QUAD2
3555,"(21, 6)","(22, 6)"
3556,"(21, 6)","(20, 7)"
3557,"(21, 6)","(21, 7)"
3558,"(21, 6)","(22, 7)"
3559,"(21, 7)","(20, 6)"
3560,"(21, 7)","(21, 6)"
3561,"(21, 7)","(22, 6)"
3562,"(21, 7)","(20, 7)"
3563,"(21, 7)","(22, 7)"
3564,"(21, 7)","(20, 8)"
3565,"(21, 7)","(21, 8)"
3566,"(21, 7)","(22, 8)"
3567,"(21, 8)","(20, 7)"
3568,"(21, 8)","(21, 7)"
3569,"(21, 8)","(22, 7)"
3570,"(21, 8)","(20, 8)"
3571,"(21, 8)","(22, 8)"
3572,"(21, 8)","(20, 9)"
3573,"(21, 8)","(21, 9)"
3574,"(21, 8)","(22, 9)"
3575,"(21, 9)","(20, 8)"
3576,"(21, 9)","(21, 8)"
3577,"(21, 9)","(22, 8)"
3578,"(21, 9)","(20, 9)"
3579,"(21, 9)","(22, 9)"
3580,"(21, 9)","(20, 10)"
3581,"(21, 9)","(21, 10)"
3582,"(21, 9)","(22, 10)"
3583,"(21, 10)","(20, 9)"
3584,"(21, 10)","(21, 9)"
3585,"(21, 10)","(22, 9)"
3586,"(21, 10)","(20, 10)"
3587,"(21, 10)","(22, 10)"
3588,"(21, 10)","(20, 11)"
3589,"(21, 10)","(21, 11)"
3590,"(21, 10)","(22, 11)"
3591,"(21, 11)","(20, 10)"
3592,"(21, 11)","(21, 10)"
3593,"(21, 11)","(22, 10)"
3594,"(21, 11)","(20, 11)"
3595,"(21, 11)","(22, 11)"
3596,"(21, 11)","(20, 12)"
3597,"(21, 11)","(21, 12)"
3598,"(21, 11)","(22, 12)"
3599,"(21, 12)","(20, 11)"
3600,"(21, 12)","(21, 11)"
3601,"(21, 12)","(22, 11)"
3602,"(21, 12)","(20, 12)"
3603,"(21, 12)","(22, 12)"
3604,"(21, 12)","(20, 13)"
3605,"(21, 12)","(21, 13)"
3606,"(21, 12)","(22, 13)"
3607,"(21, 13)","(20, 12)"
3608,"(21, 13)","(21, 12)"
3609,"(21, 13)","(22, 12)"
3610,"(21, 13)","(20, 13)"
3611,"(21, 13)","(22, 13)"
3612,"(21, 13)","(20, 14)"
3613,"(21, 13)","(21, 14)"
3614,"(21, 13)","(22, 14)"
3615,"(21, 14)","(20, 13)"
3616,"(21, 14)","(21, 13)"
3617,"(21, 14)","(22, 13)"
3618,"(21, 14)","(20, 14)"
3619,"(21, 14)","(22, 14)"
3620,"(21, 14)","(20, 15)"
3621,"(21, 14)","(21, 15)"
3622,"(21, 14)","(22, 15)"
3623,"(21, 15)","(20, 14)"
3624,"(21, 15)","(21, 14)"
3625,"(21, 15)","(22, 14)"
3626,"(21, 15)","(20, 15)"
3627,"(21, 15)","(22, 15)"
3628,"(21, 15)","(20, 16)"
3629,"(21, 15)","(21, 16)"
3630,"(21, 15)","(22, 16)"
3631,"(21, 16)","(20, 15)"
3632,"(21, 16)","(21, 15)"
3633,"(21, 16)","(22, 15)"
3634,"(21, 16)","(20, 16)"
3635,"(21, 16)","(22, 16)"
3636,"(21, 16)","(20, 17)"
3637,"(21, 16)","(21, 17)"
3638,"(21, 16)","(22, 17)"
3639,"(21, 17)","(20, 16)"
3640,"(21, 17)","(21, 16)"
3641,"(21, 17)","(22, 16)"
3642,"(21, 17)","(20, 17)"
3643,"(21, 17)","(22, 17)"
3644,"(21, 17)","(20, 18)"
3645,"(21, 17)","(21, 18)"
3646,"(21, 17)","(22, 18)"
3647,"(21, 18)","(20, 17)"
3648,"(21, 18)","(21, 17)"
3649,"(21, 18)","(22, 17)"
3650,"(21, 18)","(20, 18)"
3651,"(21, 18)","(22, 18)"
3652,"(21, 18)","(20, 19)"
3653,"(21, 18)","(21, 19)"
3654,"(21, 18)","(22, 19)"
3655,"(21, 19)","(20, 18)"
3656,"(21, 19)","(21, 18)"
3657,"(21, 19)","(22, 18)"
3658,"(21, 19)","(20, 19)"
3659,"(21, 19)","(22, 19)"
3660,"(21, 19)","(20, 20)"
3661,"(21, 19)","(21, 20)"
3662,"(21, 19)","(22, 20)"
3663,"(21, 20)","(20, 19)"
3664,"(21, 20)","(21, 19)"
3665,"(21, 20)","(22, 19)"
3666,"(21, 20)","(20, 20)"
3667,"(21, 20)","(22, 20)"
3668,"(21, 20)","(20, 21)"
3669,"(21, 20)","(21, 21)"
3670,"(21, 20)","(22, 21)"
3671,"(21, 21)","(20, 20)"
3672,"(21, 21)","(21, 20)"
3673,"(21, 21)","(22, 20)"
3674,"(21, 21)","(20, 21)"
3675,"(21, 21)","(22, 21)"
3676,"(22, 0)","(21, 0)"
3677,"(22, 0)","(23, 0)"
3678,"(22, 0)","(21, 1)"
3679,"(22, 0)","(22, 1)"
3680,"(22, 0)","(23, 1)"
3681,"(22, 1)","(21, 0)"
3682,"(22, 1)","(22, 0)"
3683,"(22, 1)","(23, 0)"
3684,"(22, 1)","(21, 1)"
3685,"(22, 1)","(23, 1)"
3686,"(22, 1)","(21, 2)"
3687,"(22, 1)","(22, 2)"
3688,"(22, 1)","(23, 2)"
3689,"(22, 2)","(21, 1)"
3690,"(22, 2)","(22, 1)"
3691,"(22, 2)","(23, 1)"
3692,"(22, 2)","(21, 2)"
3693,"(22, 2)","(23, 2)"
3694,"(22, 2)","(21, 3)"
3695,"(22, 2)","(22, 3)"
3696,"(22, 2)","(23, 3)"
3697,"(22, 3)","(21, 2)"
3698,"(22, 3)","(22, 2)"
3699,"(22, 3)","(23, 2)"
3700,"(22, 3)","(21, 3)"
3701,"(22, 3)","(23, 3)"
3702,"(22, 3)","(21, 4)"
3703,"(22, 3)","(22, 4)"
3704,"(22, 3)","(23, 4)"
3705,"(22, 4)","(21, 3)"
3706,"(22, 4)","(22, 3)"
3707,"(22, 4)","(23, 3)"
3708,"(22, 4)","(21, 4)"
3709,"(22, 4)","(23, 4)"
3710,"(22, 4)","(21, 5)"
3711,"(22, 4)","(22, 5)"
3712,"(22, 4)","(23, 5)"
3713,"(22, 5)","(21, 4)"
3714,"(22, 5)","(22, 4)"
3715,"(22, 5)","(23, 4)"
3716,"(22, 5)","(21, 5)"
3717,"(22, 5)","(23, 5)"
3718,"(22, 5)","(21, 6)"
3719,"(22, 5)","(22, 6)"
3720,"(22, 5)","(23, 6)"
3721,"(22, 6)","(21, 5)"
3722,"(22, 6)","(22, 5)"
3723,"(22, 6)","(23, 5)"
3724,"(22, 6)","(21, 6)"
3725,"(22, 6)","(23, 6)"
3726,"(22, 6)","(21, 7)"
3727,"(22, 6)","(22, 7)"
3728,"(22, 6)","(23, 7)"
3729,"(22, 7)","(21, 6)"
3730,"(22, 7)","(22, 6)"
3731,"(22, 7)","(23, 6)"
3732,"(22, 7)","(21, 7)"
3733,"(22, 7)","(23, 7)"
3734,"(22, 7)","(21, 8)"
3735,"(22, 7)","(22, 8)"
3736,"(22, 7)","(23, 8)"
3737,"(22, 8)","(21, 7)"
3738,"(22, 8)","(22, 7)"
3739,"(22, 8)","(23, 7)"
3740,"(22, 8)","(21, 8)"
3741,"(22, 8)","(23, 8)"
3742,"(22, 8)","(21, 9)"
3743,"(22, 8)","(22, 9)"
3744,"(22, 8)","(23, 9)"
3745,"(22, 9)","(21, 8)"
3746,"(22, 9)","(22, 8)"
3747,"(22, 9)","(23, 8)"
3748,"(22, 9)","(21, 9)"
3749,"(22, 9)","(23, 9)"
3750,"(22, 9)","(21, 10)"
3751,"(22, 9)","(22, 10)"
3752,"(22, 9)","(23, 10)"
3753,"(22, 10)","(21, 9)"
3754,"(22, 10)","(22, 9)"
3755,"(22, 10)","(23, 9)"
3756,"(22, 10)","(21, 10)"
3757,"(22, 10)","(23, 10)"
3758,"(22, 10)","(21, 11)"
3759,"(22, 10)","(22, 11)"
3760,"(22, 10)","(23, 11)"
3761,"(22, 11)","(21, 10)"
3762,"(22, 11)","(22, 10)"
3763,"(22, 11)","(23, 10)"
3764,"(22, 11)","(21, 11)"
3765,"(22, 11)","(23, 11)"
3766,"(22, 11)","(21, 12)"
3767,"(22, 11)","(22, 12)"
3768,"(22, 11)","(23, 12)"
3769,"(22, 12)","(21, 11)"
3770,"(22, 12)","(22, 11)"
3771,"(22, 12)","(23, 11)"
3772,"(22, 12)","(21, 12)"
3773,"(22, 12)","(23, 12)"
3774,"(22, 12)","(21, 13)"
3775,"(22, 12)","(22, 13)"
3776,"(22, 12)","(23, 13)"
3777,"(22, 13)","(21, 12)"
3778,"(22, 13)","(22, 12)"
3779,"(22, 13)","(23, 12)"
3780,"(22, 13)","(21, 13)"
3781,"(22, 13)","(23, 13)"
3782,"(22, 13)","(21, 14)"
3783,"(22, 13)","(22, 14)"
3784,"(22, 13)","(23, 14)"
3785,"(22, 14)","(21, 13)"
3786,"(22, 14)","(22, 13)"
3787,"(22, 14)","(23, 13)"
3788,"(22, 14)","(21, 14)"
3789,"(22, 14)","(23, 14)"
3790,"(22, 14)","(21, 15)"
3791,"(22, 14)","(22, 15)"
3792,"(22, 14)","(23, 15)"
3793,"(22, 15)","(21, 14)"
3794,"(22, 15)","(22, 14)"
3795,"(22, 15)","(23, 14)"
3796,"(22, 15)","(21, 15)"
3797,"(22, 15)","(23, 15)"
3798,"(22, 15)","(21, 16)"
3799,"(22, 15)","(22, 16)"
3800,"(22, 15)","(23, 16)"
3801,"(22, 16)","(21, 15)"
3802,"(22, 16)","(22, 15)"
3803,"(22, 16)","(23, 15)"
3804,"(22, 16)","(21, 16)"
3805,"(22, 16)","(23, 16)"
3806,"(22, 16)","(21, 17)"
3807,"(22, 16)","(22, 17)"
3808,"(22, 16)","(23, 17)"
3809,"(22, 17)","(21, 16)"
3810,"(22, 17)","(22, 16)"
3811,"(22, 17)","(23, 16)"
3812,"(22, 17)","(21, 17)"
3813,"(22, 17)","(23, 17)"
3814,"(22, 17)","(21, 18)"
3815,"(22, 17)","(22, 18)"
3816,"(22, 17)","(23, 18)"
3817,"(22, 18)","(21, 17)"
3818,"(22, 18)","(22, 17)"
3819,"(22, 18)","(23, 17)"
3820,"(22, 18)","(21, 18)"
3821,"(22, 18)","(23, 18)"
3822,"(22, 18)","(21, 19)"
3823,"(22, 18)","(22, 19)"
3824,"(22, 18)","(23, 19)"
3825,"(22, 19)","(21, 18)"
3826,"(22, 19)","(22, 18)"
3827,"(22, 19)","(23, 18)"
3828,"(22, 19)","(21, 19)"
3829,"(22, 19)","(23, 19)"
3830,"(22, 19)","(21, 20)"
3831,"(22, 19)","(22, 20)"
3832,"(22, 19)","(23, 20)"
3833,"(22, 20)","(21, 19)"
3834,"(22, 20)","(22, 19)"
3835,"(22, 20)","(23, 19)"
3836,"(22, 20)","(21, 20)"
3837,"(22, 20)","(23, 20)"
3838,"(22, 20)","(21, 21)"
3839,"(22, 20)","(22, 21)"
3840,"(22, 20)","(23, 21)"
3841,"(22, 21)","(21, 20)"
3842,"(22, 21)","(22, 20)"
3843,"(22, 21)","(23, 20)"
3844,"(22, 21)","(21, 21)"
3845,"(22, 21)","(23, 21)"
3846,"(23, 0)","(22, 0)"
3847,"(23, 0)","(22, 1)"
3848,"(23, 0)","(23, 1)"
3849,"(23, 1)","(22, 0)"
3850,"(23, 1)","(23, 0)"
3851,"(23, 1)","(22, 1)"
3852,"(23, 1)","(22, 2)"
3853,"(23, 1)","(23, 2)"
3854,"(23, 2)","(22, 1)"
3855,"(23, 2)","(23, 1)"
3856,"(23, 2)","(22, 2)"
3857,"(23, 2)","(22, 3)"
3858,"(23, 2)","(23, 3)"
3859,"(23, 3)","(22, 2)"
3860,"(23, 3)","(23, 2)"
3861,"(23, 3)","(22, 3)"
3862,"(23, 3)","(22, 4)"
3863,"(23, 3)","(23, 4)"
3864,"(23, 4)","(22, 3)"
3865,"(23, 4)","(23, 3)"
3866,"(23, 4)","(22, 4)"
3867,"(23, 4)","(22, 5)"
3868,"(23, 4)","(23, 5)"
3869,"(23, 5)","(22, 4)"
3870,"(23, 5)","(23, 4)"
3871,"(23, 5)","(22, 5)"
3872,"(23, 5)","(22, 6)"
3873,"(23, 5)","(23, 6)"
3874,"(23, 6)","(22, 5)"
3875,"(23, 6)","(23, 5)"
3876,"(23, 6)","(22, 6)"
3877,"(23, 6)","(22, 7)"
3878,"(23, 6)","(23, 7)"
3879,"(23, 7)","(22, 6)"
3880,"(23, 7)","(23, 6)"
3881,"(23, 7)","(22, 7)"
3882,"(23, 7)","(22, 8)"
3883,"(23, 7)","(23, 8)"
3884,"(23, 8)","(22, 7)"
3885,"(23, 8)","(23, 7)"
3886,"(23, 8)","(22, 8)"
3887,"(23, 8)","(22, 9)"
3888,"(23, 8)","(23, 9)"
3889,"(23, 9)","(22, 8)"
3890,"(23, 9)","(23, 8)"
3891,"(23, 9)","(22, 9)"
3892,"(23, 9)","(22, 10)"
3893,"(23, 9)","(23, 10)"
3894,"(23, 10)","(22, 9)"
3895,"(23, 10)","(23, 9)"
3896,"(23, 10)","(22, 10)"
3897,"(23, 10)","(22, 11)"
3898,"(23, 10)","(23, 11)"
3899,"(23, 11)","(22, 10)"
3900,"(23, 11)","(23, 10)"
3901,"(23, 11)","(22, 11)"
3902,"(23, 11)","(22, 12)"
3903,"(23, 11)","(23, 12)"
3904,"(23, 12)","(22, 11)"
3905,"(23, 12)","(23, 11)"
3906,"(23, 12)","(22, 12)"
3907,"(23, 12)","(22, 13)"
3908,"(23, 12)","(23, 13)"
3909,"(23, 13)","(22, 12)"
3910,"(23, 13)","(23, 12)"
3911,"(23, 13)","(22, 13)"
3912,"(23, 13)","(22, 14)"
3913,"(23, 13)","(23, 14)"
3914,"(23, 14)","(22, 13)"
3915,"(23, 14)","(23, 13)"
3916,"(23, 14)","(22, 14)"
3917,"(23, 14)","(22, 15)"
3918,"(23, 14)","(23, 15)"
3919,"(23, 15)","(22, 14)"
3920,"(23, 15)","(23, 14)"
3921,"(23, 15)","(22, 15)"
3922,"(23, 15)","(22, 16)"
3923,"(23, 15)","(23, 16)"
3924,"(23, 16)","(22, 15)"
3925,"(23, 16)","(23, 15)"
3926,"(23, 16)","(22, 16)"
3927,"(23, 16)","(22, 17)"
3928,"(23, 16)","(23, 17)"
3929,"(23, 17)","(22, 16)"
3930,"(23, 17)","(23, 16)"
3931,"(23, 17)","(22, 17)"
3932,"(23, 17)","(22, 18)"
3933,"(23, 17)","(23, 18)"
3934,"(23, 18)","(22, 17)"
3935,"(23, 18)","(23, 17)"
3936,"(23, 18)","(22, 18)"
3937,"(23, 18)","(22, 19)"
3938,"(23, 18)","(23, 19)"
3939,"(23, 19)","(22, 18)"
3940,"(23, 19)","(23, 18)"
3941,"(23, 19)","(22, 19)"
3942,"(23, 19)","(22, 20)"
3943,"(23, 19)","(23, 20)"
3944,"(23, 20)","(22, 19)"
3945,"(23, 20)","(23, 19)"
3946,"(23, 20)","(22, 20)"
3947,"(23, 20)","(22, 21)"
3948,"(23, 20)","(23, 21)"
3949,"(23, 21)","(22, 20)"
3950,"(23, 21)","(23, 20)"
3951,"(23, 21)","(22, 21)"
